10PR0002_006s,10PR0002_006,10PR0002,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0002_007s,10PR0002_007,10PR0002,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0002_008s,10PR0002_008,10PR0002,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0002_009s,10PR0002_009,10PR0002,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0002_010s,10PR0002_010,10PR0002,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_001s,10PR0003_001,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_002s,10PR0003_002,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_003s,10PR0003_003,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_004s,10PR0003_004,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_005s,10PR0003_005,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_006s,10PR0003_006,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_007s,10PR0003_007,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_008s,10PR0003_008,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_009s,10PR0003_009,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0003_010s,10PR0003_010,10PR0003,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_001s,10PR0004_001,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_002s,10PR0004_002,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_003s,10PR0004_003,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_004s,10PR0004_004,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_005s,10PR0004_005,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_006s,10PR0004_006,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_007s,10PR0004_007,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_008s,10PR0004_008,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_009s,10PR0004_009,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0004_010s,10PR0004_010,10PR0004,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_001s,10PR0005_001,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_002s,10PR0005_002,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_003s,10PR0005_003,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_004s,10PR0005_004,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_005s,10PR0005_005,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_006s,10PR0005_006,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_007s,10PR0005_007,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_008s,10PR0005_008,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_009s,10PR0005_009,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0005_010s,10PR0005_010,10PR0005,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_001s,10PR0006_001,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_002s,10PR0006_002,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_003s,10PR0006_003,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_004s,10PR0006_004,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_005s,10PR0006_005,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_006s,10PR0006_006,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_007s,10PR0006_007,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_008s,10PR0006_008,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_009s,10PR0006_009,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0006_010s,10PR0006_010,10PR0006,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_001s,10PR0007_001,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_002s,10PR0007_002,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_003s,10PR0007_003,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_004s,10PR0007_004,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_005s,10PR0007_005,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_006s,10PR0007_006,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_007s,10PR0007_007,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_008s,10PR0007_008,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_009s,10PR0007_009,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0007_010s,10PR0007_010,10PR0007,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0008_001s,10PR0008_001,10PR0008,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0008_002s,10PR0008_002,10PR0008,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0008_003s,10PR0008_003,10PR0008,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0008_004s,10PR0008_004,10PR0008,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0008_005s,10PR0008_005,10PR0008,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_001s,10PR0009_001,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_002s,10PR0009_002,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_003s,10PR0009_003,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_004s,10PR0009_004,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_005s,10PR0009_005,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_006s,10PR0009_006,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_007s,10PR0009_007,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_008s,10PR0009_008,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_009s,10PR0009_009,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0009_010s,10PR0009_010,10PR0009,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_001s,10PR0010_001,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_002s,10PR0010_002,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_003s,10PR0010_003,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_004s,10PR0010_004,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_005s,10PR0010_005,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_006s,10PR0010_006,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0010_007s,10PR0010_007,10PR0010,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_001s,10PR0011_001,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_002s,10PR0011_002,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_003s,10PR0011_003,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_004s,10PR0011_004,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_005s,10PR0011_005,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_006s,10PR0011_006,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0011_007s,10PR0011_007,10PR0011,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_001s,10PR0012_001,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_002s,10PR0012_002,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_003s,10PR0012_003,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_004s,10PR0012_004,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_005s,10PR0012_005,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_006s,10PR0012_006,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_007s,10PR0012_007,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_008s,10PR0012_008,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_009s,10PR0012_009,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0012_010s,10PR0012_010,10PR0012,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_001s,10PR0013_001,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_002s,10PR0013_002,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_003s,10PR0013_003,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_004s,10PR0013_004,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_005s,10PR0013_005,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_006s,10PR0013_006,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_007s,10PR0013_007,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_008s,10PR0013_008,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_009s,10PR0013_009,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0013_010s,10PR0013_010,10PR0013,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_001s,10PR0014_001,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_002s,10PR0014_002,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_003s,10PR0014_003,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_004s,10PR0014_004,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_005s,10PR0014_005,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_006s,10PR0014_006,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_007s,10PR0014_007,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_008s,10PR0014_008,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_009s,10PR0014_009,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0014_010s,10PR0014_010,10PR0014,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0015_001s,10PR0015_001,10PR0015,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0015_002s,10PR0015_002,10PR0015,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0015_003s,10PR0015_003,10PR0015,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0015_004s,10PR0015_004,10PR0015,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_001s,10PR0016_001,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_002s,10PR0016_002,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_003s,10PR0016_003,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_004s,10PR0016_004,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_005s,10PR0016_005,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_006s,10PR0016_006,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_007s,10PR0016_007,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_008s,10PR0016_008,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_009s,10PR0016_009,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0016_010s,10PR0016_010,10PR0016,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_001s,10PR0017_001,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_002s,10PR0017_002,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_003s,10PR0017_003,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_004s,10PR0017_004,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_005s,10PR0017_005,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_006s,10PR0017_006,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_007s,10PR0017_007,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_008s,10PR0017_008,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_009s,10PR0017_009,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0017_010s,10PR0017_010,10PR0017,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_001s,10PR0018_001,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_002s,10PR0018_002,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_003s,10PR0018_003,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_004s,10PR0018_004,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_005s,10PR0018_005,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_006s,10PR0018_006,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_007s,10PR0018_007,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0018_008s,10PR0018_008,10PR0018,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
10PR0019_001s,10PR0019_001,10PR0019,10PR,NULL,NULL,NULL,self,NULL,NULL,NULL,(B73×CML228)S8,NULL,31,NULL,NULL,NULL,NULL
